ANO_INIC_VIG,ANO_INIC_VIG_GERAL,ANO_MES_EMIS_GERAL,ANO_MES_INIC_VIG_APOL,ANO_MODELO,COD_CIA_EMIS,COD_CLASSE_BONUS,COD_PROD,COD_UNID_EMIS,DSC_ESTADO_CIVIL_CONDUTOR,DSC_FAMILIA_VEICULO,DSC_PORTE_VEICULO,DSC_REGIAO_GEO,DSC_REGIONAL_MODEL,DSC_SEGMENTO_VEICULO,DSC_SEXO_CONDUTOR,DT_INIC_ANO_VIG,GR_RISCO_TT,GRUPO_RISCO_BRASIL,IDADE_SEGURADO_F_ATUAL,IDC_ESTADO_CIVIL_CONDUTOR,NME_REGIAO_GEO,NME_REGIAO_POLITICA,NME_REGIAO_RISCO,NUM_APOLICE,NUM_ENDOSSO,QTD_IDADE_CONDUTOR,QTD_IDADE_SEGURADO,QTD_IDADE_VEICULO,QTD_SIN_PP,QTD_SIN_PP_TOTAL,QTD_SIN_PT,QTD_SIN_RB,QTD_SIN_RCF,QTD_SIN_TOTAL,SIG_FABRIC,VAL_LMR_CASCO_FINAL,VAL_LMR_RCF_DM,VAL_PR_ANUAL_CASCO,VAL_PR_ANUAL_RCF_DM,VAL_PR_CASCO,VAL_PR_FINAL_CASCO,VAL_PR_FINAL_RCF_DM,VAL_PR_RISCO_CASCO,VAL_PR_RISCO_RCF_DC,VAL_PR_RISCO_RCF_DM
2019,2019,201906,201906,2009,7110,10,4,132,01.CASADO,COROLLA,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,5,58,C,SUDESTE,RJ_CIDADE RJ - GRANDE TIJUCA 1,RJ_CIDADE RJ - GRANDE TIJUCA 1,32328570,0,57,57,10,0,0,0,0,0,0,TOYOT,40375,100000,800.5,239.58,800.5,787.173,215.015,738.591,6.692,133.832
2019,2019,201912,201912,2014,7110,10,4,132,01.CASADO,LIVINA,MEDIO,SUDESTE,RJ,AVENTUREIRO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,2,72,C,SUDESTE,RJ_CIDADE RJ - ILHA 2,RJ_CIDADE RJ - ILHA 2,34106460,0,71,71,5,0,0,0,0,0,0,NISSA,32232,80000,709.16,178.56,709.16,467.373,154.159,361.551,6.675,133.499
2019,2019,202001,201912,2020,7110,8,4,132,01.CASADO,ARGO,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,6,55,C,SUDESTE,RJ_CIDADE RJ - GRANDE TIJUCA 4,RJ_CIDADE RJ - GRANDE TIJUCA 4,34219610,0,54,54,0,0,0,0,0,0,0,FIAT,51022,50000,750.22,118.15,750.22,0,115.388,1040.428,11.207,224.133
2019,2019,201909,201909,2016,7110,10,4,221,01.CASADO,CITROEN C3,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,5,41,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,8238390,0,40,40,3,1,1,0,0,0,1,CITRO,46666.4,100000,944.43,245.33,944.43,764.545,260.715,743.116,10.371,207.424
2020,2020,202003,202003,2019,7110,10,4,132,03.SOLTEIRO,VIRTUS,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,01.MASCULINO,2020-01-01 00:00:00,0,4,40,S,SUDESTE,RJ_CIDADE RJ - BARRAJAC 1.1,RJ_CIDADE RJ - BARRAJAC 1,34753160,0,39,39,1,0,0,0,0,0,0,VW,67707.15,75000,1488.26,169.64,1488.26,1092.91,201.595,815.106,14.684,293.682
2020,2020,202003,202003,2012,7110,10,4,132,02.DIVORCIADO,MARCH,COMPACTO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,5,42,D,SUDESTE,RJ_CIDADE RJ - ZONA OESTE 3.1,RJ_CIDADE RJ - ZONA OESTE 3,34770970,0,41,41,8,0,0,0,0,0,0,NISSA,22571,80000,430.28,166.8,430.28,0,172.23,450.57,6.879,137.589
2020,2020,202002,202002,2013,7110,10,4,132,01.CASADO,FIT,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2020-01-01 00:00:00,0,3,72,C,SUDESTE,RJ_CIDADE RJ - ZONA NORTE 8,RJ_CIDADE RJ - ZONA NORTE 8,34604830,0,71,71,7,0,0,0,0,0,0,HONDA,39405,100000,621.6,161.31,621.6,471.285,141.128,527.836,5.256,105.114
2020,2020,202003,202003,2016,7110,10,4,132,01.CASADO,CITY,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,01.MASCULINO,2020-01-01 00:00:00,0,3,66,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 1,RJ_CIDADE RJ - ZONA SUL 1,34789370,0,65,65,4,0,0,0,0,0,0,HONDA,53854,50000,1094.07,104.53,1094.07,787.083,74.367,627.416,6.311,126.221
2019,2019,201905,201905,2019,7110,4,4,132,01.CASADO,KWID,COMPACTO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,3,48,C,SUDESTE,RJ_CIDADE RJ - GRANDE TIJUCA 1,RJ_CIDADE RJ - GRANDE TIJUCA 1,32100060,0,47,47,0.5,0,0,0,0,0,0,RENAU,41276.4,70000,863.9,177.02,863.9,622.072,150.517,633.971,5.386,107.712
2019,2019,201904,201904,2011,7110,10,4,132,02.DIVORCIADO,I30,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,4,71,D,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,31870840,0,70,70,8,0,0,0,0,0,0,HYUND,31464,100000,460.47,165.09,460.47,357.575,197.917,503.896,7.479,149.588
2019,2019,201905,201905,2011,7110,4,4,132,01.CASADO,PRISMA,COMPACTO,SUDESTE,RJ,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,6,43,C,SUDESTE,RJ_CIDADE RJ - GRANDE TIJUCA 1,RJ_CIDADE RJ - GRANDE TIJUCA 1,32246840,0,42,42,8,0,0,0,0,0,0,GM,21641,50000,664.79,185.43,664.79,490.81,223.691,584.986,6.635,132.706
2019,2019,201909,201909,2018,7110,10,4,132,01.CASADO,KA,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,3,54,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,33274600,0,53,53,1,1,1,0,0,0,1,FORD,40445,80000,677.4,159.89,677.4,565.835,168.493,491.169,8.103,162.407
2019,2019,201903,201903,2012,7110,10,4,132,01.CASADO,CORSA,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,2,66,C,SUDESTE,RJ_MICRO VALE DO PARAIBA FLUMINENSE 1,RJ_MICRO VALE DO PARAIBA FLUMINENSE,31739660,0,65,65,7,1,1,0,0,0,1,GM,20745,50000,235.32,68.57,235.32,304.476,121.172,268.349,4.833,96.669
2019,2019,201906,201906,2015,7110,10,4,132,01.CASADO,PALIO,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,4,67,C,SUDESTE,RJ_CIDADE NITEROI - OCEANICA,RJ_CIDADE NITEROI - OCEANICA,32322900,0,66,66,4,0,0,0,0,0,0,FIAT,21983,80000,847.4,305.07,847.4,452.275,205.897,548.608,5.89,117.799
2020,2020,202003,202003,2015,7110,0,4,132,01.CASADO,VOYAGE,PEQUENO,SUDESTE,RJ,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,7,40,C,SUDESTE,RJ_MICRO SERRANA,RJ_MICRO SERRANA,34699540,0,39,39,5,0,0,0,0,0,0,VW,33299,100000,839.76,212.92,839.76,0,221.8,953.503,12.66,253.203
2019,2019,201905,201905,2012,7110,1,4,132,01.CASADO,MARCH,COMPACTO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,55,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,32239810,0,54,54,7,0,0,0,0,0,0,NISSA,23557,50000,373.14,211.39,373.14,0,211.05,339.402,7.438,148.754
2019,2019,201907,201808,2017,7110,10,4,132,01.CASADO,FIT,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,3,54,C,SUDESTE,RJ_MICRO VALE DO PARAIBA FLUMINENSE 1,RJ_MICRO VALE DO PARAIBA FLUMINENSE,29861850,18007350,53,53,1,0,0,0,1,0,1,HONDA,61663,50000,1209.92,101.62,30.09,0,148.088,709.482,6.86,137.199
2019,2019,201905,201903,2007,7110,8,4,132,01.CASADO,FOCUS,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,8,46,C,SUDESTE,RJ_MESO NORTE FLUMINENSE,RJ_MESO NORTE FLUMINENSE,31774560,17805970,45,45,12,0,0,0,0,0,0,FORD,18449,100000,970.25,243.51,-1161.54,0,257.228,748.65,7.71,154.206
2020,2020,202003,202004,2017,7110,1,4,132,01.CASADO,FIT,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2020-01-01 00:00:00,0,6,36,C,SUDESTE,RJ_CIDADE RJ - ILHA 2,RJ_CIDADE RJ - ILHA 2,34890350,0,35,38,3,0,0,0,0,0,0,HONDA,57784,100000,1300.72,247.15,1300.72,0,243.086,1352.21,13.035,260.707
2020,2020,202002,202003,2015,7110,10,4,132,03.SOLTEIRO,FOX,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,5,29,S,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,34566800,0,28,28,5,0,0,0,0,0,0,VW,36388,100000,888.6,248.59,888.6,703.843,164.846,585.229,10.354,207.078
2019,2019,201912,201912,2016,7110,4,4,132,01.CASADO,VERSA,PEQUENO,SUDESTE,RJ,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,7,43,C,SUDESTE,RJ_CIDADE RJ - ILHA 1,RJ_CIDADE RJ - ILHA 1,34141190,0,42,51,3,0,0,0,0,0,0,NISSA,39670,50000,1246.03,159.64,1246.03,1110.32,193.331,1008.519,8.577,171.543
2019,2019,201911,201911,2016,7110,10,4,132,01.CASADO,CITY,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,4,32,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 1.2,RJ_CIDADE RJ - BARRAJAC 1,33868080,0,31,65,3,0,0,0,0,0,0,HONDA,54765,150000,1257.85,243.81,1257.85,0,243.579,910.953,8.379,173.9
2019,2019,201908,201908,2015,7110,10,4,132,01.CASADO,ETIOS,PEQUENO,SUDESTE,RJ,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,2,55,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 3,RJ_CIDADE RJ - ZONA SUL 3,33016980,0,54,54,4,0,0,0,0,0,0,TOYOT,32811,100000,546.76,188.49,546.76,433.077,154.278,462.134,6.42,128.404
2019,2019,201909,201909,2012,7110,10,4,132,01.CASADO,AUDI A3/A4/A6/A8,MEDIO,SUDESTE,RJ,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,5,60,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,33298790,0,59,59,7,0,0,0,0,0,0,AUDI,52235.1,200000,977.48,422.97,977.48,656.331,363.989,731.848,9.694,193.882
2019,2019,201903,201902,2007,7110,10,4,132,01.CASADO,FUSION,MEDIO GRANDE,SUDESTE,RJ,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,6,70,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,31559390,0,69,69,12,0,0,0,0,0,0,FORD,27367,100000,348.15,144.37,348.15,456.462,192.341,561.195,8.076,161.517
2019,2019,201909,201908,2011,7110,10,4,132,01.CASADO,FOX,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,5,69,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 1.1,RJ_CIDADE RJ - BARRAJAC 1,33225530,0,68,65,8,0,1,0,0,0,1,VW,23686,50000,405.14,197.32,405.14,0,194.749,334.674,6.701,134.023
2019,2019,201912,201912,2013,7110,10,4,132,05.SEM INFORMACAO,DOBLO,PEQUENO,SUDESTE,RJ,AVENTUREIRO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,40, ,SUDESTE,RJ_CIDADE RJ - ZONA OESTE 1,RJ_CIDADE RJ - ZONA OESTE 1,33962330,0,39,43,6,0,0,0,0,0,0,FIAT,42310,100000,736.01,195.87,736.01,503.137,436.354,1077.195,9.163,183.262
2019,2019,201906,201906,2020,7110,10,4,132,02.DIVORCIADO,MOBI,COMPACTO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,2,38,D,SUDESTE,RJ_CIDADE RJ - BARRAJAC 2,RJ_CIDADE RJ - BARRAJAC 2,32346790,17899397,37,37,3,0,0,0,0,0,0,FIAT,48206.22,100000,1287.54,319.81,338.92,0,156.136,645.644,5.233,104.669
2019,2019,201902,201902,2012,7110,6,4,132,01.CASADO,CELTA,COMPACTO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,0,34,C,SUDESTE,RJ_MICRO RIO DE JANEIRO 2.5,RJ_MICRO RIO DE JANEIRO 2,31502160,0,33,35,7,0,0,0,0,0,0,GM,17178,50000,940.59,332.85,940.59,3472.53,122.316,963.278,4.879,97.581
2019,2019,201909,201909,2016,7110,2,4,132,06.MISSING,ETIOS,PEQUENO,SUDESTE,RJ,STANDARD,03.MISSING,2019-01-01 00:00:00,0,7,0,,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,33405700,0,0,65,3,0,0,0,0,0,0,TOYOT,34419.6,50000,957.81,502.47,957.81,0,512.374,713.645,15.845,316.892
2019,2019,201902,201902,2019,7110,0,4,132,01.CASADO,NOVO POLO,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,3,66,C,SUDESTE,RJ_MICRO LAGOS,RJ_MICRO LAGOS,31480280,0,65,63,0,0,0,0,0,0,0,TOYOT,83814.5,80000,1522.06,138.17,1522.06,1523.209,134.355,1005.174,10.364,122.954
2019,2019,201910,201910,2015,7110,5,4,60,01.CASADO,ECOSPORT,PEQUENO,SUDESTE,RJ,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,4,52,C,SUDESTE,RJ_CIDADE NITEROI - PRAIAS DA BAIA 1,RJ_CIDADE NITEROI - PRAIAS DA BAIA 1,38792290,0,51,51,4,0,0,0,0,0,0,FORD,53846,50000,1322.08,191.25,1322.08,0,191.391,842.7,7.227,144.542
2019,2019,201912,201912,2011,7110,9,4,132,04.VIUVO,GOL,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,5,65,V,SUDESTE,RJ_DEMAIS 2,RJ_DEMAIS,34012450,0,64,64,8,0,0,0,0,0,0,VW,18728,100000,531.8,152.9,531.8,0,157.427,425.366,5.574,104.43
2019,2019,201902,201902,2014,7110,10,4,132,01.CASADO,VERSA,PEQUENO,SUDESTE,RJ,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,8,43,C,SUDESTE,RJ_CIDADE NITEROI - LESTE/PENDOTIBA/NORTE 1,RJ_CIDADE NITEROI - LESTE/PENDOTIBA/NORTE,31378840,0,42,42,5,1,2,0,0,1,2,NISSA,35580.3,80000,1106.24,232.3,1106.24,1104.032,232.731,861.816,7.097,147.667
2019,2019,201902,201903,2013,7110,10,4,132,01.CASADO,SIENA,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,4,76,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 1,RJ_CIDADE RJ - ZONA SUL 1,31499880,0,75,75,6,0,0,0,0,0,0,FIAT,33201,100000,529.83,192.91,529.83,697.188,244.163,503.13,6.453,129.05
2019,2019,201902,201903,2014,7110,10,4,132,01.CASADO,CIVIC,MEDIO,SUDESTE,RJ,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,5,58,C,SUDESTE,RJ_MICRO LAGOS,RJ_MICRO LAGOS,31468120,0,57,55,5,0,0,0,0,0,0,HONDA,55613,100000,1097.61,238.47,1097.61,946.164,179.426,1110.528,5.895,117.9
2019,2019,201906,201903,2017,7110,1,4,132,02.DIVORCIADO,CIVIC,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,5,57,D,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,31549320,17859468,56,56,2,0,0,0,0,0,0,HONDA,82599,80000,1190.31,272.23,1,0,268.119,1125.538,9.172,183.445
2019,2019,201906,201906,2019,7110,7,4,132,03.SOLTEIRO,AUDI A3,MEDIO,SUDESTE,RJ,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,4,34,S,SUDESTE,RJ_MICRO VALE DO PARAIBA FLUMINENSE 1,RJ_MICRO VALE DO PARAIBA FLUMINENSE,32348890,17916879,33,33,7,0,0,0,0,0,0,AUDI,137382,50000,2639.56,132.33,1537.16,0,124.79,2176.638,5.757,115.149
2020,2020,202003,202003,2014,7110,10,4,132,02.DIVORCIADO,FIT,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,01.MASCULINO,2020-01-01 00:00:00,0,4,45,D,SUDESTE,RJ_CIDADE RJ - ZONA SUL 1,RJ_CIDADE RJ - ZONA SUL 1,34834400,0,44,44,6,0,0,0,0,0,0,HONDA,39367,150000,585.44,291.47,585.44,435.353,215.831,558.664,13.374,168.793
2019,2019,201907,201906,2015,7110,4,4,132,01.CASADO,GOL,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2019-01-01 00:00:00,0,7,39,C,SUDESTE,RJ_MICRO SERRANA,RJ_MICRO SERRANA,32590460,0,38,38,4,0,0,0,0,0,0,VW,29150,100000,577.99,236.93,577.99,486.423,145.202,615.394,6.881,137.624
2020,2020,202003,202003,2010,7110,10,4,132,01.CASADO,CLIO,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,2,50,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 1,RJ_CIDADE RJ - ZONA SUL 1,34788060,0,49,49,10,0,0,0,0,0,0,RENAU,15788,80000,207.24,108.07,207.24,164.148,163.63,187.78,5.651,113.02
2019,2019,201904,201904,2014,7110,6,4,132,01.CASADO,FIESTA,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,9,42,C,SUDESTE,RJ_MICRO RIO DE JANEIRO 2.5,RJ_MICRO RIO DE JANEIRO 2,32007170,0,41,41,5,0,1,0,0,0,1,FORD,29784,50000,1672.5,295.54,1672.5,1993.382,95.487,821.027,4.77,95.404
2019,2019,201903,201903,2010,7110,10,4,132,01.CASADO,SIENA,PEQUENO,SUDESTE,RJ,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,6,47,C,SUDESTE,RJ_MICRO LAGOS,RJ_MICRO LAGOS,31648090,0,46,64,9,0,0,0,0,0,0,FIAT,21585,50000,650.83,172.49,650.83,600.367,171.831,444.964,4.99,99.798
2019,2019,201911,201911,2016,7110,3,4,132,01.CASADO,SENTRA,MEDIO,SUDESTE,RJ,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,6,46,C,SUDESTE,RJ_MICRO SERRANA,RJ_MICRO SERRANA,33894820,0,45,45,3,0,0,0,0,0,0,NISSA,54108,100000,1420.49,311,1420.49,982.476,466.547,1251.424,16.804,336.071
2019,2019,201905,201905,2015,7110,10,4,108,01.CASADO,CITY,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,3,71,C,SUDESTE,RJ_MICRO SERRANA,RJ_MICRO SERRANA,12917350,0,70,70,4,0,0,0,0,0,0,HONDA,53962,100000,658.06,145.2,658.06,553.81,145.202,711.052,4.174,83.488
2019,2019,201905,201810,2011,7110,10,4,132,01.CASADO,FOX,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,49,C,SUDESTE,RJ_CIDADE RJ - ZONA NORTE 1,RJ_CIDADE RJ - ZONA NORTE 1,30424190,17818575,49,38,7,0,0,0,0,0,0,VW,27498,100000,1661.97,175.02,409.1,0,193.824,623.669,5.271,105.428
2019,2019,201909,201909,2012,7110,8,4,132,01.CASADO,UNO,COMPACTO,SUDESTE,RJ,AVENTUREIRO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,43,C,SUDESTE,RJ_CIDADE RJ - ZONA SUL 3,RJ_CIDADE RJ - ZONA SUL 3,33254920,0,42,42,7,0,0,0,0,0,0,FIAT,24361,80000,548.76,219.51,548.76,389.386,146.854,404.94,6.628,137.898
2020,2020,202002,202002,2019,7110,10,4,132,01.CASADO,AIRCROSS,PEQUENO,SUDESTE,RJ,AVENTUREIRO STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,5,65,C,SUDESTE,RJ_CIDADE RJ - ZONA NORTE 9,RJ_CIDADE RJ - ZONA NORTE 9,34437810,0,64,64,1,0,0,0,0,0,0,CITRO,48455.2,50000,920.46,97.85,920.46,774.643,136.492,739.536,7.567,151.349
2019,2019,201902,201902,2018,7110,5,4,132,01.CASADO,3008,MEDIO,SUDESTE,RJ,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,4,58,C,SUDESTE,RJ_MESO NORTE FLUMINENSE,RJ_MESO NORTE FLUMINENSE,31467830,0,57,57,1,0,0,0,0,0,0,PEUGE,128795,100000,2099.6,117.74,2099.6,2069.754,119.903,2351.24,4.351,87.018
2019,2019,201910,201905,2020,7110,10,4,132,01.CASADO,CIVIC,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,2,60,C,SUDESTE,RJ_CIDADE RJ - ILHA 1,RJ_CIDADE RJ - ILHA 1,32253050,18259359,60,60,1,0,0,0,0,0,0,HONDA,122345.3,150000,1744.01,258.82,208.87,0,226.623,1112.816,6.584,131.687
2019,2019,201908,201908,2011,7110,1,4,132,01.CASADO,UNO,COMPACTO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,7,52,C,SUDESTE,RJ_MICRO VALE DO PARAIBA FLUMINENSE 1,RJ_MICRO VALE DO PARAIBA FLUMINENSE,33081530,0,51,51,8,0,0,0,0,0,0,FIAT,22719,100000,550.15,292.06,550.15,0,291.417,645.235,11.275,225.499
2019,2019,201901,201901,2011,7110,9,4,132,01.CASADO,POLO,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,3,68,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,31210600,0,67,67,8,0,0,0,0,0,0,VW,28022,80000,709.87,248.06,709.87,604.091,233.847,541.679,7.933,158.654
2019,2019,201904,201904,2013,7110,10,4,132,01.CASADO,COROLLA,MEDIO,SUDESTE,RJ,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,6,49,C,SUDESTE,RJ_MICRO LAGOS,RJ_MICRO LAGOS,31909800,0,48,48,6,0,1,0,0,0,1,TOYOT,50693,100000,701.13,166.95,701.13,590.061,175.388,718.472,5.749,114.974
2019,2019,201909,201909,2015,7110,10,4,132,01.CASADO,SIENA,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,4,53,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,33306270,0,52,52,4,0,0,0,0,0,0,FIAT,40525.1,80000,924.17,221.84,924.17,819.86,191.259,665.636,10.591,211.827
2019,2019,201907,201907,2010,7110,10,4,132,03.SOLTEIRO,VECTRA,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,5,55,S,SUDESTE,RJ_CIDADE RJ - ZONA SUL 2,RJ_CIDADE RJ - ZONA SUL 2,32575240,0,54,54,9,0,0,0,0,0,0,GM,27551,100000,499.38,204.27,499.38,395.546,255.434,486.448,9.854,197.076
2019,2019,201905,201905,2015,7110,10,4,132,01.CASADO,FIT,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,6,38,C,SUDESTE,RJ_CIDADE RJ - GRANDE TIJUCA 4,RJ_CIDADE RJ - GRANDE TIJUCA 4,32225190,0,37,29,4,0,0,0,0,0,0,HONDA,50111,100000,902.92,249.53,902.92,0,243.614,892.55,7.734,154.689
2019,2019,201907,201907,2017,7110,8,4,132,02.DIVORCIADO,ONIX,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,3,72,D,SUDESTE,RJ_MICRO LAGOS,RJ_MICRO LAGOS,32689490,0,71,71,2,0,0,0,0,0,0,GM,38674,100000,637.82,164.1,637.82,438.876,145.202,592.284,5.887,117.739
2019,2019,201906,201906,2011,7110,8,4,132,01.CASADO,I30,MEDIO,SUDESTE,RJ,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,4,55,C,SUDESTE,RJ_CIDADE RJ - BARRAJAC 3,RJ_CIDADE RJ - BARRAJAC 3,32562320,0,54,54,8,0,0,0,0,0,0,HYUND,34977,100000,745.08,251.4,745.08,590.637,225.739,645.119,7.493,149.866
2019,2019,201907,201907,2014,7110,10,4,132,04.VIUVO,CITY,PEQUENO,SUDESTE,RJ,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,9,47,V,SUDESTE,RJ_CIDADE RJ - ZONA NORTE 2,RJ_CIDADE RJ - ZONA NORTE 2,32793810,0,46,46,5,0,0,0,0,0,0,HONDA,44576,50000,875.1,118.41,875.1,864.668,171.942,1364.768,8.017,160.335
2019,2019,201908,201908,2014,7110,10,4,132,01.CASADO,C3,PEQUENO,SUDESTE,RJ,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,45,C,SUDESTE,RJ_CIDADE RJ - ILHA 2,RJ_CIDADE RJ - ILHA 2,32931290,0,44,42,5,0,0,0,0,0,0,CITRO,33834,80000,687.1,294.6,687.1,0,291.488,637.755,10.274,205.483
2019,2019,201911,201911,2009,7110,10,4,132,03.SOLTEIRO,TIIDA,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,9,44,S,SUDESTE,RJ_CIDADE RJ - BARRAJAC 2,RJ_CIDADE RJ - BARRAJAC 2,33942620,0,43,43,10,0,0,0,0,0,0,NISSA,20641,80000,668.26,313.38,668.26,504.108,645.351,940.99,12.485,246.833
2020,2020,202003,202003,2006,7110,10,4,132,01.CASADO,CIVIC,MEDIO,SUDESTE,RJ,INTERMEDIARIO,01.MASCULINO,2020-01-01 00:00:00,0,6,67,C,SUDESTE,RJ_MICRO VALE DO PARAIBA FLUMINENSE 1,RJ_MICRO VALE DO PARAIBA FLUMINENSE,34749560,0,66,66,14,0,0,0,0,0,0,HONDA,21635,50000,478.94,104.25,478.94,0,105.507,435.875,7.277,145.54
