ANO_INIC_VIG,ANO_INIC_VIG_GERAL,ANO_MES_EMIS_GERAL,ANO_MES_INIC_VIG_APOL,ANO_MODELO,COD_CIA_EMIS,COD_CLASSE_BONUS,COD_PROD,COD_UNID_EMIS,DSC_ESTADO_CIVIL_CONDUTOR,DSC_FAMILIA_VEICULO,DSC_PORTE_VEICULO,DSC_REGIAO_GEO,DSC_REGIONAL_MODEL,DSC_SEGMENTO_VEICULO,DSC_SEXO_CONDUTOR,DT_INIC_ANO_VIG,GR_RISCO_TT,GRUPO_RISCO_BRASIL,IDADE_SEGURADO_F_ATUAL,IDC_ESTADO_CIVIL_CONDUTOR,NME_REGIAO_GEO,NME_REGIAO_POLITICA,NME_REGIAO_RISCO,NUM_APOLICE,NUM_ENDOSSO,QTD_IDADE_CONDUTOR,QTD_IDADE_SEGURADO,QTD_IDADE_VEICULO,QTD_SIN_PP,QTD_SIN_PP_TOTAL,QTD_SIN_PT,QTD_SIN_RB,QTD_SIN_RCF,QTD_SIN_TOTAL,SIG_FABRIC,VAL_LMR_CASCO_FINAL,VAL_LMR_RCF_DM,VAL_PR_ANUAL_CASCO,VAL_PR_ANUAL_RCF_DM,VAL_PR_CASCO,VAL_PR_FINAL_CASCO,VAL_PR_FINAL_RCF_DM,VAL_PR_RISCO_CASCO,VAL_PR_RISCO_RCF_DC,VAL_PR_RISCO_RCF_DM
2019,2019,201909,201906,2012,7110,2,4,108,01.CASADO,SPORTAGE,MEDIO,SUDESTE,MG/ES,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,1,57,C,SUDESTE,MG_MANHUACU,MG_MESO ZONA DA MATA,12995130,6629490,56,56,99,0,0,0,0,0,0,K MOT,0,0,1068.87,280.56,0,0,0,0,0,0
2019,2019,201907,201902,2014,7110,10,4,108,01.CASADO,GRAND VITARA,MEDIO,SUDESTE,MG/ES,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,1,36,C,SUDESTE,MG_CIDADE BELO HORIZONTE - VENDA NOVA,MG_CIDADE BELO HORIZONTE - VENDA NOVA,12389440,6515436,35,35,99,0,0,0,0,0,0,SUZUK,0,0,1273,336.46,0,0,0,0,0,0
2019,2019,201910,201909,2010,7110,10,4,108,01.CASADO,SPORTAGE,MEDIO,SUDESTE,MG/ES,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,1,41,C,SUDESTE,MG_METROPOLITANA DE BELO HORIZONTE V2,MG_MESO METROPOLITANA DE BELO HORIZONTE,13595310,6679552,40,40,99,0,0,0,0,0,0,K MOT,0,0,469.49,459.13,0,0,0,0,0,0
2019,2019,201910,201907,2013,7110,0,4,108,01.CASADO,AUDI Q3,PEQUENO,SUDESTE,MG/ES,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,44,C,SUDESTE,MG_JUIZ DE FORA,MG_MESO ZONA DA MATA,13090110,6696775,44,44,99,0,0,0,0,0,0,AUDI,0,0,4740.27,799.1,0,0,0,0,0,0
2020,2020,202003,201907,2014,7110,0,4,108,04.VIUVO,S10,MEDIO,SUDESTE,MG/ES,INTERMEDIARIO,02.FEMININO,2020-01-01 00:00:00,0,1,41,V,SUDESTE,MG_POCOS DE CALDAS_V2,MG_MESO SUL/SUDOESTE DE MINAS,13268750,6936199,40,40,99,0,0,0,0,0,0,GM,0,0,2614.61,426.92,0,0,0,0,0,0
2019,2019,201912,201903,2018,7110,6,4,108,01.CASADO,JEEP COMPASS,MEDIO GRANDE,SUDESTE,MG/ES,SUPERIOR,02.FEMININO,2019-01-01 00:00:00,0,1,34,C,SUDESTE,MG_ALFENAS,MG_MESO SUL/SUDOESTE DE MINAS,12616810,6777759,34,34,99,0,1,0,0,1,1,JEEP,0,0,2203.16,298.44,0,0,0,0,0,0
2019,2019,201903,201902,2013,7110,1,4,60,03.SOLTEIRO,S10,MEDIO,NORTE,NORTE/NORDESTE,INTERMEDIARIO,01.MASCULINO,2019-01-01 00:00:00,0,1,43,S,NORTE,POL_CAPITAL,NORTE,35808830,35895128,42,999,99,0,0,0,0,0,0,GM,0,0,3099.52,1064.4,0,0,0,0,0,0
2019,2019,201906,201906,2010,7110,9,4,35,03.SOLTEIRO,VOYAGE,PEQUENO,NORDESTE,NORTE/NORDESTE,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,50,S,NORDESTE,POL_PB_METROPOLITANA,PB_DEMAIS,6613940,4406931,49,49,99,0,0,0,0,0,0,VW,0,0,376.11,177.7,0,0,0,0,0,0
2020,2020,202002,202002,2013,7110,1,3,108,05.SEM INFORMACAO,STRADA,PEQUENO,CENTRO-OESTE,CO,STANDARD,04.SEM INFORMACAO,2020-01-01 00:00:00,0,1,0,,CENTRO-OESTE,MT_ ALTO PANTANAL,MT_MESO CENTRO-SUL MATO-GROSSENSE,14235920,0,0,38,7,0,0,0,0,0,0,FIAT,0,50000,0,362.71,0,0,1534.191,0,18.589,371.779
2019,2019,201901,201811,2013,7110,3,4,94,01.CASADO,PEUGEOT 206/207/208,PEQUENO,NORTE,NORTE/NORDESTE,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,63,C,NORTE,NORTE,NORTE,10040350,5335272,62,62,99,0,0,0,0,0,0,PEUGE,0,0,711.29,229.29,0,0,0,0,0,0
2020,2020,202003,202003,2014,7110,1,4,27,01.CASADO,SAVEIRO,PEQUENO,NORDESTE,NORTE/NORDESTE,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,9,34,C,NORDESTE,POL_PI_CAPITAL,PI_MESO CENTRO-NORTE PIAUIENSE,11346050,0,33,33,6,0,0,0,0,0,0,VW,32934,100000,1568.2,316.54,1568.2,0,320.391,1460.104,11.484,236.231
2020,2020,202001,202001,2013,7110,3,3,108,05.SEM INFORMACAO,MONTANA,PEQUENO,CENTRO-OESTE,CO,STANDARD,04.SEM INFORMACAO,2020-01-01 00:00:00,0,1,0,,CENTRO-OESTE,MT_ ALTO PANTANAL,MT_MESO CENTRO-SUL MATO-GROSSENSE,14148260,0,0,41,7,0,0,0,0,0,0,GM,0,50000,0,363.45,0,0,1399.901,0,15.327,306.532
2019,2019,201901,201901,2013,7110,6,4,310,01.CASADO,STRADA,PEQUENO,CENTRO-OESTE,CO,AVENTUREIRO STANDARD,02.FEMININO,2019-01-01 00:00:00,0,7,41,C,CENTRO-OESTE,MT_DEMAIS_V2,MT_DEMAIS,3224860,1069004,40,40,6,0,0,0,0,0,0,FIAT,42102,50000,1513.22,185.66,1,1011.832,304.524,653.025,11.112,222.24
2020,2020,202001,201910,2009,7110,2,4,94,01.CASADO,COROLLA,MEDIO,NORTE,NORTE/NORDESTE,INTERMEDIARIO,01.MASCULINO,2020-01-01 00:00:00,0,1,45,C,NORTE,NORTE,NORTE,11530830,5817773,45,25,99,0,0,0,0,0,0,TOYOT,0,0,1086.06,262.99,0,0,0,0,0,0
2020,2020,202003,202004,2017,7110,3,4,60,01.CASADO,GOL,PEQUENO,NORDESTE,NORTE/NORDESTE,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,1,37,C,NORDESTE,POL_PB_METROPOLITANA,PB_DEMAIS,40124520,37689487,36,67,99,0,0,0,0,0,0,VW,0,0,727.24,153.1,0,0,0,0,0,0
2020,2020,202004,201910,2018,7110,0,4,60,01.CASADO,SPIN,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2020-01-01 00:00:00,0,1,67,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUL 4,SP_CIDADE SAO PAULO - ZONA SUL 4,38599060,37881442,67,67,99,0,0,0,0,0,0,GM,0,0,1034.55,194.12,0,0,0,0,0,0
2020,2020,202003,202002,2018,7110,1,4,60,01.CASADO,ETIOS,COMPACTO,SUDESTE,SP,STANDARD,02.FEMININO,2020-01-01 00:00:00,0,1,66,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,39717990,37734164,65,45,99,0,0,0,0,0,0,TOYOT,0,0,1247.09,208.08,0,0,0,0,0,0
2019,2019,201902,201809,2011,7110,10,4,60,01.CASADO,CORSA,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,64,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,35861290,35710390,63,63,99,0,0,0,0,0,0,GM,0,0,426.23,159.2,0,0,0,0,0,0
2019,2019,201903,201811,2016,7110,0,4,60,03.SOLTEIRO,PALIO,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,1,37,S,SUDESTE,SP_CIDADE SAO PAULO - DEMAIS,SP_CIDADE SAO PAULO - DEMAIS,35190010,35867175,36,36,99,0,0,0,0,0,0,FIAT,0,0,1998.82,558.47,0,0,0,0,0,0
2019,2019,201909,201901,2017,7110,5,4,60,01.CASADO,FUSION,MEDIO GRANDE,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,70,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,35611900,36781444,69,999,99,0,0,0,0,0,0,FORD,0,0,2967.44,706.46,0,0,0,0,0,0
2019,2019,201904,201810,2015,7110,4,4,60,01.CASADO,HB20,COMPACTO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,55,C,SUDESTE,SP_MICRO SAO PAULO 1,SP_MICRO SAO PAULO 1,34868720,35960396,55,55,99,0,0,0,0,0,0,HYUND,0,0,2417.95,362.92,0,0,0,0,0,0
2020,2020,202003,201911,2020,7110,0,4,60,05.SEM INFORMACAO,SANDERO,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2020-01-01 00:00:00,0,1,45, ,SUDESTE,"SANTOS, BERTIOGA E GUARUJÁ",SP_MICRO SANTOS,39199670,37662252,44,64,99,0,0,0,0,0,0,RENAU,0,0,2301.67,933.28,0,0,0,0,0,0
2019,2019,201902,201810,2017,7110,0,4,60,01.CASADO,COROLLA,MEDIO,SUDESTE,SP,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,1,57,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRAL 1,SP_CIDADE SAO PAULO - ZONA CENTRAL 1,34730530,35751665,57,57,99,0,0,0,0,0,0,TOYOT,0,0,836.35,354.83,0,0,0,0,0,0
2019,2019,201911,201911,2018,7110,1,3,60,03.SOLTEIRO,KA,COMPACTO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,1,42,S,SUDESTE,GUARULHOS_CENTRO,SP_MICRO GUARULHOS,38969060,37148559,41,41,99,0,0,0,0,0,0,FORD,0,0,1523.1,273,0,0,0,0,0,0
2019,2019,201909,201907,2017,7110,2,4,60,01.CASADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,43,C,SUDESTE,"SANTOS, BERTIOGA E GUARUJÁ",SP_MICRO SANTOS,37586300,36732559,42,35,2,0,0,0,0,0,0,GM,41217,0,723.63,197.13,-172.1,0,0,786.046,12.586,0
2019,2019,201901,201811,2015,7110,4,4,60,03.SOLTEIRO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,1,28,S,SUDESTE,SP_MICRO OSASCO 1,SP_MICRO OSASCO 1,35006000,35503513,27,27,99,0,0,0,0,0,0,GM,0,0,681.6,194.51,0,0,0,0,0,0
2019,2019,201910,201910,2019,7110,0,4,60,01.CASADO,HB20,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,38,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,38780840,36974641,37,31,99,0,0,0,0,0,0,HYUND,0,0,1995.92,435.56,0,0,0,0,0,0
2019,2019,201906,201906,2014,7110,4,4,60,03.SOLTEIRO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,1,34,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA NORDESTE 3,SP_CIDADE SAO PAULO - ZONA NORDESTE 3,36812720,36266639,33,33,99,0,0,0,0,0,0,GM,0,0,1150.93,257.03,0,0,0,0,0,0
2019,2019,201901,201811,2006,7110,10,4,60,01.CASADO,CELTA,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,1,42,C,SUDESTE,COTIA E CIDADES ENTORNO,SP_MESO METROPOLITANA DE SAO PAULO,34839880,35495472,41,41,99,0,0,0,0,0,0,GM,0,0,282.2,228.39,0,0,0,0,0,0
2019,2019,201901,201810,2019,7110,0,4,60,01.CASADO,NOVO POLO,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,1,49,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,SP_CIDADE SAO PAULO - ZONA NORDESTE 2,34751000,35548304,48,48,99,0,0,0,0,0,0,VW,0,0,1382.28,423.03,0,0,0,0,0,0
2020,2020,202004,202004,2012,7110,10,4,60,01.CASADO,ECOSPORT,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,54,C,SUDESTE,SP_MICRO OSASCO 2,SP_MICRO OSASCO 2,40271820,37743511,53,53,99,0,0,0,0,0,0,FORD,0,0,1024.52,284.74,0,0,0,0,0,0
2020,2020,202003,202002,2014,7110,4,4,60,01.CASADO,SANDERO,PEQUENO,SUDESTE,SP,AVENTUREIRO STANDARD,02.FEMININO,2020-01-01 00:00:00,0,1,31,C,SUDESTE,COTIA E CIDADES ENTORNO,SP_MESO METROPOLITANA DE SAO PAULO,39801690,37691783,30,30,99,0,0,0,0,0,0,RENAU,0,0,1016.81,240.23,0,0,0,0,0,0
2019,2019,201905,201806,2018,7110,0,4,60,03.SOLTEIRO,ARGO,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,01.MASCULINO,2019-01-01 00:00:00,0,1,36,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 2,SP_CIDADE SAO PAULO - ZONA SUDESTE 2,33422230,36130435,36,999,99,0,0,0,0,0,0,FIAT,0,0,1347.76,304.76,0,0,0,0,0,0
2020,2020,202002,201912,2011,7110,1,4,60,01.CASADO,FOX,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,02.FEMININO,2020-01-01 00:00:00,0,1,43,C,SUDESTE,"SANTOS, BERTIOGA E GUARUJÁ",SP_MICRO SANTOS,39468730,37520342,42,42,99,0,0,0,0,0,0,VW,0,0,945.72,342.79,0,0,0,0,0,0
2020,2020,202003,202002,2018,7110,2,4,60,01.CASADO,GOL,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2020-01-01 00:00:00,0,1,55,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRAL 1,SP_CIDADE SAO PAULO - ZONA CENTRAL 1,39933410,37739697,54,54,99,0,0,0,0,0,0,VW,0,0,1168.26,527.46,0,0,0,0,0,0
2019,2019,201908,201810,2015,7110,4,4,60,03.SOLTEIRO,ETIOS,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,44,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,34840340,36672750,44,44,99,1,1,0,0,0,1,TOYOT,0,0,1219.7,217.86,0,0,0,0,0,0
2019,2019,201904,201809,2014,7110,3,4,60,01.CASADO,CITY,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,1,36,C,SUDESTE,SP_MUNICIPIO SANTO ANDRE,SP_MUNICIPIO SANTO ANDRE,34379530,36022039,36,36,99,0,0,0,0,0,0,HONDA,0,0,3556.38,545.39,0,0,0,0,0,0
2019,2019,201909,201909,2019,7110,0,4,60,05.SEM INFORMACAO,PRISMA,COMPACTO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,1,45, ,SUDESTE,SP_MICRO OSASCO 3,SP_MICRO OSASCO 3,38320550,36845434,44,44,99,0,0,0,0,0,0,GM,0,0,1726.58,401.91,0,0,0,0,0,0
2019,2019,201905,201905,2016,7110,10,4,60,04.VIUVO,CITY,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,4,67,V,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,37033920,0,66,66,3,0,0,0,0,0,0,HONDA,56863,50000,937,115.98,937,789.903,189.704,630.261,6.784,135.681
2020,2020,202003,201909,2012,7110,6,4,60,01.CASADO,VELOSTER,MEDIO,SUDESTE,SP,INTERMEDIARIO,01.MASCULINO,2020-01-01 00:00:00,0,1,35,C,SUDESTE,SP_MUNICIPIO SANTO ANDRE,SP_MUNICIPIO SANTO ANDRE,38419840,37730509,35,999,99,0,0,0,0,0,0,HYUND,0,0,2886.19,663.61,0,0,0,0,0,0
2019,2019,201905,201810,2012,7110,7,4,60,01.CASADO,SANDERO,PEQUENO,SUDESTE,SP,POPULAR / ENTRADA,01.MASCULINO,2019-01-01 00:00:00,0,1,52,C,SUDESTE,SP_MICRO SAO PAULO 3,SP_MICRO SAO PAULO 3,35015760,36144118,51,51,99,0,0,0,0,0,0,RENAU,0,0,874.48,319.15,0,0,0,0,0,0
2020,2020,202003,202003,2015,7110,10,4,60,01.CASADO,PRISMA,COMPACTO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,41,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,39858330,37593587,40,40,99,0,0,0,0,0,0,GM,0,0,974.49,176.22,0,0,0,0,0,0
2019,2019,201903,201809,2014,7110,4,4,60,01.CASADO,SPIN,MEDIO,SUDESTE,SP,INTERMEDIARIO,02.FEMININO,2019-01-01 00:00:00,0,1,44,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA OESTE 3 - MEDIO RISCO,SP_CIDADE SAO PAULO - ZONA OESTE 3,34405870,35854901,43,43,99,0,0,0,0,0,0,GM,0,0,1325.43,205.17,0,0,0,0,0,0
2019,2019,201904,201808,2016,7110,1,4,60,05.SEM INFORMACAO,VERSA,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,9,40, ,SUDESTE,GUARULHOS_CENTRO,SP_MICRO GUARULHOS,34173490,35979810,40,999,3,0,0,0,0,0,0,NISSA,32634.9,50000,1758.68,383.98,1,2859.455,676.956,1019.3,14.612,292.239
2019,2019,201907,201810,2013,7110,9,4,337,03.SOLTEIRO,FIT,PEQUENO,SUDESTE,SP,STANDARD PREMIUM,02.FEMININO,2019-01-01 00:00:00,0,1,27,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,SP_CIDADE SAO PAULO - ZONA CENTRO SUL 2,13169880,8017751,26,57,99,0,0,0,0,0,0,HONDA,0,0,727.4,266.66,0,0,0,0,0,0
2019,2019,201901,201901,2013,7110,6,4,60,01.CASADO,SANDERO,PEQUENO,SUDESTE,SP,STANDARD,02.FEMININO,2019-01-01 00:00:00,0,1,64,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,35492880,35577630,63,63,99,0,0,0,0,0,0,RENAU,0,0,701.93,290.05,0,0,0,0,0,0
2019,2019,201907,201809,2018,7110,10,4,60,03.SOLTEIRO,MERCEDES BENZ,MEDIO,SUDESTE,SP,SUPERIOR,01.MASCULINO,2019-01-01 00:00:00,0,1,60,S,SUDESTE,SP_CIDADE SAO PAULO - ZONA CENTRAL 2,SP_CIDADE SAO PAULO - ZONA CENTRAL 2,34284210,36488720,60,60,99,0,0,0,0,0,0,MBENZ,0,0,2945.42,235.39,0,0,0,0,0,0
2020,2020,202003,202003,2019,7110,8,4,60,01.CASADO,ONIX,PEQUENO,SUDESTE,SP,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,61,C,SUDESTE,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,SP_CIDADE SAO PAULO - ZONA SUDESTE 3,40106650,37739875,60,60,99,0,0,0,0,0,0,GM,0,0,1469.86,206.64,0,0,0,0,0,0
2020,2020,202002,202002,2018,7110,7,4,60,05.SEM INFORMACAO,KANGOO,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,49, ,SUDESTE,SP_MESO METROPOLITANA DE SAO PAULO,SP_MESO METROPOLITANA DE SAO PAULO,39850450,37561812,48,42,99,0,0,0,0,0,0,RENAU,0,0,1324.86,309.77,0,0,0,0,0,0
2019,2019,201908,201811,2013,7110,2,4,60,05.SEM INFORMACAO,SAVEIRO,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,41, ,SUDESTE,SP_MESO METROPOLITANA DE SAO PAULO,SP_MESO METROPOLITANA DE SAO PAULO,35098900,36667129,40,999,99,0,0,0,0,0,0,VW,0,0,2247.2,419.37,0,0,0,0,0,0
2019,2019,201907,201907,2010,7110,6,4,221,06.MISSING,UNO FIORINO,PEQUENO,SUDESTE,SP INT,STANDARD,03.MISSING,2019-01-01 00:00:00,0,8,0,,SUDESTE,CIRCUITO DAS AGUAS 1,SP_MESO CAMPINAS,7909360,0,0,999,9,0,0,0,0,0,0,FIAT,20160,150000,1390.84,1457.45,1390.84,1000.586,613.047,559.964,28.563,351.084
2019,2019,201902,201806,2013,7110,10,4,337,05.SEM INFORMACAO,UNO FIORINO,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,6,29,,SUDESTE,RIBEIRAO PRETO 1,SP_MESO RIBEIRAO PRETO,12890340,7794339,29,54,6,0,0,0,0,0,0,FIAT,26189,50000,927.78,296.58,-0.12,718.613,358.209,348.212,8.604,172.081
2019,2019,201902,201810,2011,7110,0,4,94,01.CASADO,STRADA,PEQUENO,SUDESTE,SP INT,AVENTUREIRO STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,36,C,SUDESTE,CIRCUITO DAS AGUAS 1,SP_MESO CAMPINAS,9910881,5373280,36,36,99,0,0,0,0,0,0,FIAT,0,0,1015.89,203.08,0,0,0,0,0,0
2019,2019,201908,201902,2013,7110,10,4,60,05.SEM INFORMACAO,KOMBI,MEDIO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,60, ,SUDESTE,SP_MESO METROPOLITANA DE SAO PAULO,SP_MESO METROPOLITANA DE SAO PAULO,35979850,36616320,60,999,99,0,0,0,0,0,0,VW,0,0,852.12,157.27,0,0,0,0,0,0
2019,2019,201903,201902,2018,7110,1,4,60,01.CASADO,STRADA,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,1,38,C,SUDESTE,03_CAMPINAS_GRP_3,SP_MUNICIPIO CAMPINAS,35821900,35853310,37,999,99,0,0,0,0,0,0,FIAT,0,0,1596.04,306.25,0,0,0,0,0,0
2020,2020,202003,202001,2020,7110,0,4,19,03.SOLTEIRO,ETIOS,PEQUENO,NORTE,NORTE/NORDESTE,STANDARD,01.MASCULINO,2020-01-01 00:00:00,0,1,32,S,NORTE,NORTE,NORTE,5625091,1032836,31,31,99,0,0,0,0,0,0,TOYOT,0,0,1296.45,178.24,0,0,0,0,0,0
2019,2019,201906,201906,2019,7110,1,4,337,01.CASADO,MONTANA,PEQUENO,SUDESTE,SP INT,STANDARD,01.MASCULINO,2019-01-01 00:00:00,0,5,49,C,SUDESTE,SP_MESO_MACRO METROPOLITANA PAULISTA_1,SP_MESO MACRO METROPOLITANA PAULISTA,13653240,0,48,999,0.5,0,0,0,0,0,0,GM,40758,50000,1037.97,143.82,1037.97,850.516,220.293,706.141,8.39,167.801
2019,2019,201901,201810,2014,7110,2,3,86,05.SEM INFORMACAO,NAO INFORMADO,EXTRA PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,119,,SUL,REG_POL_SC_GRANDE_ARARANGUA,SC_MESO SUL CATARINENSE,5857630,4690770,0,999,99,0,0,0,0,0,0,VOLVO,0,0,0,1753.49,0,0,0,0,0,0
2019,2019,201903,201903,2003,7110,0,3,78,05.SEM INFORMACAO,NAO INFORMADO,PESADO,SUL,SUL,APLICACOES ESPECIFICAS / SEVERAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_GRANDE_CAMPO_MOURAO,PR_DEMAIS,6309241,0,0,999,16,0,0,0,0,0,0,MBENZ,0,350000,0,293.57,0,0,5518.458,0,79.945,1710.486
2019,2019,201903,201903,2019,7110,0,3,78,05.SEM INFORMACAO,NAO INFORMADO,EXTRA PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_GRANDE_CAMPO_MOURAO,PR_DEMAIS,6305550,0,0,999,0.5,0,0,0,0,0,0,VOLVO,0,350000,0,301.67,0,0,7036.795,0,96.844,2072.051
2019,2019,201910,201910,2011,7110,6,3,86,05.SEM INFORMACAO,NAO INFORMADO,EXTRA PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2019-08-01 00:00:00,0,1,0,,SUL,REG_POL_SC_GRANDE_ARARANGUA,SC_MESO SUL CATARINENSE,6674580,0,0,999,8,0,0,0,0,0,0,VOLVO,0,300000,0,1798.72,0,0,1779.207,0,76.152,1208.366
2019,2019,201903,201903,2012,7110,0,3,78,05.SEM INFORMACAO,NAO INFORMADO,PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_GRANDE_CAMPO_MOURAO,PR_DEMAIS,6311540,0,0,999,7,0,0,0,0,0,0,MBENZ,0,350000,0,298,0,0,5444.847,0,74.935,1603.286
2019,2019,201907,201907,1996,7110,10,3,78,05.SEM INFORMACAO,NAO INFORMADO,MEDIO,SUL,SUL,DISTRIBUICAO / MEDIAS DISTANCIAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_GRANDE_LONDRINA,PR_MESO NORTE CENTRAL PARANAENSE,6622910,0,0,999,23,0,0,0,0,0,0,FORD,0,500000,0,675.46,0,0,666.662,0,69.358,693.583
2019,2019,201908,201908,2009,7110,2,3,78,05.SEM INFORMACAO,NAO INFORMADO,EXTRA PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2019-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_VALE_DO_IVAI,PR_MESO NORTE CENTRAL PARANAENSE,6754590,0,0,999,10,0,0,0,0,0,0,VW,0,200000,0,1284.7,0,0,1269.007,0,74.971,1499.412
2019,2019,201907,201907,2009,7110,7,3,78,05.SEM INFORMACAO,NAO INFORMADO,PESADO,SUL,SUL,RODOVIARIO / LONGAS DISTANCIAS,04.SEM INFORMACAO,2018-08-01 00:00:00,0,1,0,,SUL,REG_POL_PR_GRANDE_LONDRINA,PR_MESO NORTE CENTRAL PARANAENSE,6622340,0,0,999,10,0,0,0,0,0,0,MBENZ,0,500000,0,1161.43,0,0,1145.01,0,96.193,961.933
